input_image_path,gt_image_path
./train_input/TRAIN_00133.png,./train_gt/TRAIN_00133.png
./train_input/TRAIN_00134.png,./train_gt/TRAIN_00134.png
./train_input/TRAIN_00135.png,./train_gt/TRAIN_00135.png
./train_input/TRAIN_00136.png,./train_gt/TRAIN_00136.png
./train_input/TRAIN_00137.png,./train_gt/TRAIN_00137.png
./train_input/TRAIN_00138.png,./train_gt/TRAIN_00138.png
./train_input/TRAIN_00139.png,./train_gt/TRAIN_00139.png
./train_input/TRAIN_00140.png,./train_gt/TRAIN_00140.png
./train_input/TRAIN_00141.png,./train_gt/TRAIN_00141.png
./train_input/TRAIN_00142.png,./train_gt/TRAIN_00142.png
./train_input/TRAIN_00143.png,./train_gt/TRAIN_00143.png
./train_input/TRAIN_00144.png,./train_gt/TRAIN_00144.png
./train_input/TRAIN_00145.png,./train_gt/TRAIN_00145.png
./train_input/TRAIN_00146.png,./train_gt/TRAIN_00146.png
./train_input/TRAIN_00147.png,./train_gt/TRAIN_00147.png
./train_input/TRAIN_00148.png,./train_gt/TRAIN_00148.png
./train_input/TRAIN_00149.png,./train_gt/TRAIN_00149.png
./train_input/TRAIN_00150.png,./train_gt/TRAIN_00150.png
./train_input/TRAIN_00151.png,./train_gt/TRAIN_00151.png
./train_input/TRAIN_00152.png,./train_gt/TRAIN_00152.png
./train_input/TRAIN_00153.png,./train_gt/TRAIN_00153.png
./train_input/TRAIN_00154.png,./train_gt/TRAIN_00154.png
./train_input/TRAIN_00155.png,./train_gt/TRAIN_00155.png
./train_input/TRAIN_00156.png,./train_gt/TRAIN_00156.png
./train_input/TRAIN_00157.png,./train_gt/TRAIN_00157.png
./train_input/TRAIN_00158.png,./train_gt/TRAIN_00158.png
./train_input/TRAIN_00159.png,./train_gt/TRAIN_00159.png
./train_input/TRAIN_00160.png,./train_gt/TRAIN_00160.png
./train_input/TRAIN_00161.png,./train_gt/TRAIN_00161.png
./train_input/TRAIN_00162.png,./train_gt/TRAIN_00162.png
./train_input/TRAIN_00163.png,./train_gt/TRAIN_00163.png
./train_input/TRAIN_00164.png,./train_gt/TRAIN_00164.png
./train_input/TRAIN_00165.png,./train_gt/TRAIN_00165.png
./train_input/TRAIN_00166.png,./train_gt/TRAIN_00166.png
./train_input/TRAIN_00167.png,./train_gt/TRAIN_00167.png
./train_input/TRAIN_00168.png,./train_gt/TRAIN_00168.png
./train_input/TRAIN_00169.png,./train_gt/TRAIN_00169.png
./train_input/TRAIN_00170.png,./train_gt/TRAIN_00170.png
./train_input/TRAIN_00171.png,./train_gt/TRAIN_00171.png
./train_input/TRAIN_00172.png,./train_gt/TRAIN_00172.png
./train_input/TRAIN_00173.png,./train_gt/TRAIN_00173.png
./train_input/TRAIN_00174.png,./train_gt/TRAIN_00174.png
./train_input/TRAIN_00175.png,./train_gt/TRAIN_00175.png
./train_input/TRAIN_00176.png,./train_gt/TRAIN_00176.png
./train_input/TRAIN_00177.png,./train_gt/TRAIN_00177.png
./train_input/TRAIN_00178.png,./train_gt/TRAIN_00178.png
./train_input/TRAIN_00179.png,./train_gt/TRAIN_00179.png
./train_input/TRAIN_00180.png,./train_gt/TRAIN_00180.png
./train_input/TRAIN_00181.png,./train_gt/TRAIN_00181.png
./train_input/TRAIN_00182.png,./train_gt/TRAIN_00182.png
./train_input/TRAIN_00183.png,./train_gt/TRAIN_00183.png
./train_input/TRAIN_00184.png,./train_gt/TRAIN_00184.png
./train_input/TRAIN_00185.png,./train_gt/TRAIN_00185.png
./train_input/TRAIN_00186.png,./train_gt/TRAIN_00186.png
./train_input/TRAIN_00187.png,./train_gt/TRAIN_00187.png
./train_input/TRAIN_00188.png,./train_gt/TRAIN_00188.png
./train_input/TRAIN_00189.png,./train_gt/TRAIN_00189.png
./train_input/TRAIN_00190.png,./train_gt/TRAIN_00190.png
./train_input/TRAIN_00191.png,./train_gt/TRAIN_00191.png
./train_input/TRAIN_00192.png,./train_gt/TRAIN_00192.png
./train_input/TRAIN_00193.png,./train_gt/TRAIN_00193.png
./train_input/TRAIN_00194.png,./train_gt/TRAIN_00194.png
./train_input/TRAIN_00195.png,./train_gt/TRAIN_00195.png
./train_input/TRAIN_00196.png,./train_gt/TRAIN_00196.png
./train_input/TRAIN_00197.png,./train_gt/TRAIN_00197.png
./train_input/TRAIN_00198.png,./train_gt/TRAIN_00198.png
./train_input/TRAIN_00199.png,./train_gt/TRAIN_00199.png
./train_input/TRAIN_00200.png,./train_gt/TRAIN_00200.png
./train_input/TRAIN_00201.png,./train_gt/TRAIN_00201.png
./train_input/TRAIN_00202.png,./train_gt/TRAIN_00202.png
./train_input/TRAIN_00203.png,./train_gt/TRAIN_00203.png
./train_input/TRAIN_00204.png,./train_gt/TRAIN_00204.png
./train_input/TRAIN_00205.png,./train_gt/TRAIN_00205.png
./train_input/TRAIN_00206.png,./train_gt/TRAIN_00206.png
./train_input/TRAIN_00207.png,./train_gt/TRAIN_00207.png
./train_input/TRAIN_00208.png,./train_gt/TRAIN_00208.png
./train_input/TRAIN_00209.png,./train_gt/TRAIN_00209.png
./train_input/TRAIN_00210.png,./train_gt/TRAIN_00210.png
./train_input/TRAIN_00211.png,./train_gt/TRAIN_00211.png
./train_input/TRAIN_00212.png,./train_gt/TRAIN_00212.png
./train_input/TRAIN_00213.png,./train_gt/TRAIN_00213.png
./train_input/TRAIN_00214.png,./train_gt/TRAIN_00214.png
./train_input/TRAIN_00215.png,./train_gt/TRAIN_00215.png
./train_input/TRAIN_00216.png,./train_gt/TRAIN_00216.png
./train_input/TRAIN_00217.png,./train_gt/TRAIN_00217.png
./train_input/TRAIN_00218.png,./train_gt/TRAIN_00218.png
./train_input/TRAIN_00219.png,./train_gt/TRAIN_00219.png
./train_input/TRAIN_00220.png,./train_gt/TRAIN_00220.png
./train_input/TRAIN_00221.png,./train_gt/TRAIN_00221.png
./train_input/TRAIN_00222.png,./train_gt/TRAIN_00222.png
./train_input/TRAIN_00223.png,./train_gt/TRAIN_00223.png
./train_input/TRAIN_00224.png,./train_gt/TRAIN_00224.png
./train_input/TRAIN_00225.png,./train_gt/TRAIN_00225.png
./train_input/TRAIN_00226.png,./train_gt/TRAIN_00226.png
./train_input/TRAIN_00227.png,./train_gt/TRAIN_00227.png
./train_input/TRAIN_00228.png,./train_gt/TRAIN_00228.png
./train_input/TRAIN_00229.png,./train_gt/TRAIN_00229.png
./train_input/TRAIN_00230.png,./train_gt/TRAIN_00230.png
./train_input/TRAIN_00231.png,./train_gt/TRAIN_00231.png
./train_input/TRAIN_00232.png,./train_gt/TRAIN_00232.png
./train_input/TRAIN_00233.png,./train_gt/TRAIN_00233.png
./train_input/TRAIN_00234.png,./train_gt/TRAIN_00234.png
./train_input/TRAIN_00235.png,./train_gt/TRAIN_00235.png
./train_input/TRAIN_00236.png,./train_gt/TRAIN_00236.png
./train_input/TRAIN_00237.png,./train_gt/TRAIN_00237.png
./train_input/TRAIN_00238.png,./train_gt/TRAIN_00238.png
./train_input/TRAIN_00239.png,./train_gt/TRAIN_00239.png
./train_input/TRAIN_00240.png,./train_gt/TRAIN_00240.png
./train_input/TRAIN_00241.png,./train_gt/TRAIN_00241.png
./train_input/TRAIN_00242.png,./train_gt/TRAIN_00242.png
./train_input/TRAIN_00243.png,./train_gt/TRAIN_00243.png
./train_input/TRAIN_00244.png,./train_gt/TRAIN_00244.png
./train_input/TRAIN_00245.png,./train_gt/TRAIN_00245.png
./train_input/TRAIN_00246.png,./train_gt/TRAIN_00246.png
./train_input/TRAIN_00247.png,./train_gt/TRAIN_00247.png
./train_input/TRAIN_00248.png,./train_gt/TRAIN_00248.png
./train_input/TRAIN_00249.png,./train_gt/TRAIN_00249.png
./train_input/TRAIN_00250.png,./train_gt/TRAIN_00250.png
./train_input/TRAIN_00251.png,./train_gt/TRAIN_00251.png
./train_input/TRAIN_00252.png,./train_gt/TRAIN_00252.png
./train_input/TRAIN_00253.png,./train_gt/TRAIN_00253.png
./train_input/TRAIN_00254.png,./train_gt/TRAIN_00254.png
./train_input/TRAIN_00255.png,./train_gt/TRAIN_00255.png
./train_input/TRAIN_00256.png,./train_gt/TRAIN_00256.png
./train_input/TRAIN_00257.png,./train_gt/TRAIN_00257.png
./train_input/TRAIN_00258.png,./train_gt/TRAIN_00258.png
./train_input/TRAIN_00259.png,./train_gt/TRAIN_00259.png
./train_input/TRAIN_00260.png,./train_gt/TRAIN_00260.png
./train_input/TRAIN_00261.png,./train_gt/TRAIN_00261.png
./train_input/TRAIN_00262.png,./train_gt/TRAIN_00262.png
./train_input/TRAIN_00263.png,./train_gt/TRAIN_00263.png
./train_input/TRAIN_00264.png,./train_gt/TRAIN_00264.png
./train_input/TRAIN_00265.png,./train_gt/TRAIN_00265.png
./train_input/TRAIN_00266.png,./train_gt/TRAIN_00266.png
./train_input/TRAIN_00267.png,./train_gt/TRAIN_00267.png
./train_input/TRAIN_00268.png,./train_gt/TRAIN_00268.png
./train_input/TRAIN_00269.png,./train_gt/TRAIN_00269.png
./train_input/TRAIN_00270.png,./train_gt/TRAIN_00270.png
./train_input/TRAIN_00271.png,./train_gt/TRAIN_00271.png
./train_input/TRAIN_00272.png,./train_gt/TRAIN_00272.png
./train_input/TRAIN_00273.png,./train_gt/TRAIN_00273.png
./train_input/TRAIN_00274.png,./train_gt/TRAIN_00274.png
./train_input/TRAIN_00275.png,./train_gt/TRAIN_00275.png
./train_input/TRAIN_00276.png,./train_gt/TRAIN_00276.png
./train_input/TRAIN_00277.png,./train_gt/TRAIN_00277.png
./train_input/TRAIN_00278.png,./train_gt/TRAIN_00278.png
./train_input/TRAIN_00279.png,./train_gt/TRAIN_00279.png
./train_input/TRAIN_00280.png,./train_gt/TRAIN_00280.png
./train_input/TRAIN_00281.png,./train_gt/TRAIN_00281.png
./train_input/TRAIN_00282.png,./train_gt/TRAIN_00282.png
./train_input/TRAIN_00283.png,./train_gt/TRAIN_00283.png
./train_input/TRAIN_00284.png,./train_gt/TRAIN_00284.png
./train_input/TRAIN_00285.png,./train_gt/TRAIN_00285.png
./train_input/TRAIN_00286.png,./train_gt/TRAIN_00286.png
./train_input/TRAIN_00287.png,./train_gt/TRAIN_00287.png
./train_input/TRAIN_00288.png,./train_gt/TRAIN_00288.png
./train_input/TRAIN_00289.png,./train_gt/TRAIN_00289.png
./train_input/TRAIN_00290.png,./train_gt/TRAIN_00290.png
./train_input/TRAIN_00291.png,./train_gt/TRAIN_00291.png
./train_input/TRAIN_00292.png,./train_gt/TRAIN_00292.png
./train_input/TRAIN_00293.png,./train_gt/TRAIN_00293.png
./train_input/TRAIN_00294.png,./train_gt/TRAIN_00294.png
./train_input/TRAIN_00295.png,./train_gt/TRAIN_00295.png
./train_input/TRAIN_00296.png,./train_gt/TRAIN_00296.png
./train_input/TRAIN_00297.png,./train_gt/TRAIN_00297.png
./train_input/TRAIN_00298.png,./train_gt/TRAIN_00298.png
./train_input/TRAIN_00299.png,./train_gt/TRAIN_00299.png
./train_input/TRAIN_00300.png,./train_gt/TRAIN_00300.png
./train_input/TRAIN_00301.png,./train_gt/TRAIN_00301.png
./train_input/TRAIN_00302.png,./train_gt/TRAIN_00302.png
./train_input/TRAIN_00303.png,./train_gt/TRAIN_00303.png
./train_input/TRAIN_00304.png,./train_gt/TRAIN_00304.png
./train_input/TRAIN_00305.png,./train_gt/TRAIN_00305.png
./train_input/TRAIN_00306.png,./train_gt/TRAIN_00306.png
./train_input/TRAIN_00307.png,./train_gt/TRAIN_00307.png
./train_input/TRAIN_00308.png,./train_gt/TRAIN_00308.png
./train_input/TRAIN_00309.png,./train_gt/TRAIN_00309.png
./train_input/TRAIN_00310.png,./train_gt/TRAIN_00310.png
./train_input/TRAIN_00311.png,./train_gt/TRAIN_00311.png
./train_input/TRAIN_00312.png,./train_gt/TRAIN_00312.png
./train_input/TRAIN_00313.png,./train_gt/TRAIN_00313.png
./train_input/TRAIN_00314.png,./train_gt/TRAIN_00314.png
./train_input/TRAIN_00315.png,./train_gt/TRAIN_00315.png
./train_input/TRAIN_00316.png,./train_gt/TRAIN_00316.png
./train_input/TRAIN_00317.png,./train_gt/TRAIN_00317.png
./train_input/TRAIN_00318.png,./train_gt/TRAIN_00318.png
./train_input/TRAIN_00319.png,./train_gt/TRAIN_00319.png
./train_input/TRAIN_00320.png,./train_gt/TRAIN_00320.png
./train_input/TRAIN_00321.png,./train_gt/TRAIN_00321.png
./train_input/TRAIN_00322.png,./train_gt/TRAIN_00322.png
./train_input/TRAIN_00323.png,./train_gt/TRAIN_00323.png
./train_input/TRAIN_00324.png,./train_gt/TRAIN_00324.png
./train_input/TRAIN_00325.png,./train_gt/TRAIN_00325.png
./train_input/TRAIN_00326.png,./train_gt/TRAIN_00326.png
./train_input/TRAIN_00327.png,./train_gt/TRAIN_00327.png
./train_input/TRAIN_00328.png,./train_gt/TRAIN_00328.png
./train_input/TRAIN_00329.png,./train_gt/TRAIN_00329.png
./train_input/TRAIN_00330.png,./train_gt/TRAIN_00330.png
./train_input/TRAIN_00331.png,./train_gt/TRAIN_00331.png
./train_input/TRAIN_00332.png,./train_gt/TRAIN_00332.png
./train_input/TRAIN_00333.png,./train_gt/TRAIN_00333.png
./train_input/TRAIN_00334.png,./train_gt/TRAIN_00334.png
./train_input/TRAIN_00335.png,./train_gt/TRAIN_00335.png
./train_input/TRAIN_00336.png,./train_gt/TRAIN_00336.png
./train_input/TRAIN_00337.png,./train_gt/TRAIN_00337.png
./train_input/TRAIN_00338.png,./train_gt/TRAIN_00338.png
./train_input/TRAIN_00339.png,./train_gt/TRAIN_00339.png
./train_input/TRAIN_00340.png,./train_gt/TRAIN_00340.png
./train_input/TRAIN_00341.png,./train_gt/TRAIN_00341.png
./train_input/TRAIN_00342.png,./train_gt/TRAIN_00342.png
./train_input/TRAIN_00343.png,./train_gt/TRAIN_00343.png
./train_input/TRAIN_00344.png,./train_gt/TRAIN_00344.png
./train_input/TRAIN_00345.png,./train_gt/TRAIN_00345.png
./train_input/TRAIN_00346.png,./train_gt/TRAIN_00346.png
./train_input/TRAIN_00347.png,./train_gt/TRAIN_00347.png
./train_input/TRAIN_00348.png,./train_gt/TRAIN_00348.png
./train_input/TRAIN_00349.png,./train_gt/TRAIN_00349.png
./train_input/TRAIN_00350.png,./train_gt/TRAIN_00350.png
./train_input/TRAIN_00351.png,./train_gt/TRAIN_00351.png
./train_input/TRAIN_00352.png,./train_gt/TRAIN_00352.png
./train_input/TRAIN_00353.png,./train_gt/TRAIN_00353.png
./train_input/TRAIN_00354.png,./train_gt/TRAIN_00354.png
./train_input/TRAIN_00355.png,./train_gt/TRAIN_00355.png
./train_input/TRAIN_00356.png,./train_gt/TRAIN_00356.png
./train_input/TRAIN_00357.png,./train_gt/TRAIN_00357.png
./train_input/TRAIN_00358.png,./train_gt/TRAIN_00358.png
./train_input/TRAIN_00359.png,./train_gt/TRAIN_00359.png
./train_input/TRAIN_00360.png,./train_gt/TRAIN_00360.png
./train_input/TRAIN_00361.png,./train_gt/TRAIN_00361.png
./train_input/TRAIN_00362.png,./train_gt/TRAIN_00362.png
./train_input/TRAIN_00363.png,./train_gt/TRAIN_00363.png
./train_input/TRAIN_00364.png,./train_gt/TRAIN_00364.png
./train_input/TRAIN_00365.png,./train_gt/TRAIN_00365.png
./train_input/TRAIN_00366.png,./train_gt/TRAIN_00366.png
./train_input/TRAIN_00367.png,./train_gt/TRAIN_00367.png
./train_input/TRAIN_00368.png,./train_gt/TRAIN_00368.png
./train_input/TRAIN_00369.png,./train_gt/TRAIN_00369.png
./train_input/TRAIN_00370.png,./train_gt/TRAIN_00370.png
./train_input/TRAIN_00371.png,./train_gt/TRAIN_00371.png
./train_input/TRAIN_00372.png,./train_gt/TRAIN_00372.png
./train_input/TRAIN_00373.png,./train_gt/TRAIN_00373.png
./train_input/TRAIN_00374.png,./train_gt/TRAIN_00374.png
./train_input/TRAIN_00375.png,./train_gt/TRAIN_00375.png
./train_input/TRAIN_00376.png,./train_gt/TRAIN_00376.png
./train_input/TRAIN_00377.png,./train_gt/TRAIN_00377.png
./train_input/TRAIN_00378.png,./train_gt/TRAIN_00378.png
./train_input/TRAIN_00379.png,./train_gt/TRAIN_00379.png
./train_input/TRAIN_00380.png,./train_gt/TRAIN_00380.png
./train_input/TRAIN_00381.png,./train_gt/TRAIN_00381.png
./train_input/TRAIN_00382.png,./train_gt/TRAIN_00382.png
./train_input/TRAIN_00383.png,./train_gt/TRAIN_00383.png
./train_input/TRAIN_00384.png,./train_gt/TRAIN_00384.png
./train_input/TRAIN_00385.png,./train_gt/TRAIN_00385.png
./train_input/TRAIN_00386.png,./train_gt/TRAIN_00386.png
./train_input/TRAIN_00387.png,./train_gt/TRAIN_00387.png
./train_input/TRAIN_00388.png,./train_gt/TRAIN_00388.png
./train_input/TRAIN_00389.png,./train_gt/TRAIN_00389.png
./train_input/TRAIN_00390.png,./train_gt/TRAIN_00390.png
./train_input/TRAIN_00391.png,./train_gt/TRAIN_00391.png
./train_input/TRAIN_00392.png,./train_gt/TRAIN_00392.png
./train_input/TRAIN_00393.png,./train_gt/TRAIN_00393.png
./train_input/TRAIN_00394.png,./train_gt/TRAIN_00394.png
./train_input/TRAIN_00395.png,./train_gt/TRAIN_00395.png
./train_input/TRAIN_00396.png,./train_gt/TRAIN_00396.png
./train_input/TRAIN_00397.png,./train_gt/TRAIN_00397.png
./train_input/TRAIN_00398.png,./train_gt/TRAIN_00398.png
./train_input/TRAIN_00399.png,./train_gt/TRAIN_00399.png
./train_input/TRAIN_00400.png,./train_gt/TRAIN_00400.png
./train_input/TRAIN_00401.png,./train_gt/TRAIN_00401.png
./train_input/TRAIN_00402.png,./train_gt/TRAIN_00402.png
./train_input/TRAIN_00403.png,./train_gt/TRAIN_00403.png
./train_input/TRAIN_00404.png,./train_gt/TRAIN_00404.png
./train_input/TRAIN_00405.png,./train_gt/TRAIN_00405.png
./train_input/TRAIN_00406.png,./train_gt/TRAIN_00406.png
./train_input/TRAIN_00407.png,./train_gt/TRAIN_00407.png
./train_input/TRAIN_00408.png,./train_gt/TRAIN_00408.png
./train_input/TRAIN_00409.png,./train_gt/TRAIN_00409.png
./train_input/TRAIN_00410.png,./train_gt/TRAIN_00410.png
./train_input/TRAIN_00411.png,./train_gt/TRAIN_00411.png
./train_input/TRAIN_00412.png,./train_gt/TRAIN_00412.png
./train_input/TRAIN_00413.png,./train_gt/TRAIN_00413.png
./train_input/TRAIN_00414.png,./train_gt/TRAIN_00414.png
./train_input/TRAIN_00415.png,./train_gt/TRAIN_00415.png
./train_input/TRAIN_00416.png,./train_gt/TRAIN_00416.png
./train_input/TRAIN_00417.png,./train_gt/TRAIN_00417.png
./train_input/TRAIN_00418.png,./train_gt/TRAIN_00418.png
./train_input/TRAIN_00419.png,./train_gt/TRAIN_00419.png
./train_input/TRAIN_00420.png,./train_gt/TRAIN_00420.png
./train_input/TRAIN_00421.png,./train_gt/TRAIN_00421.png
./train_input/TRAIN_00422.png,./train_gt/TRAIN_00422.png
