ID,SUBCLASS
TEST_0240,COAD
TEST_0241,KIRC
TEST_0242,STES
TEST_0243,BRCA
TEST_0244,KIPAN
TEST_0245,STES
TEST_0246,PCPG
TEST_0247,GBMLGG
TEST_0248,STES
TEST_0249,LIHC
TEST_0250,KIPAN
TEST_0251,BRCA
TEST_0252,STES
TEST_0253,BRCA
TEST_0254,SKCM
TEST_0255,KIPAN
TEST_0256,COAD
TEST_0257,STES
TEST_0258,STES
TEST_0259,COAD
TEST_0260,THCA
TEST_0261,LUAD
TEST_0262,LAML
TEST_0263,GBMLGG
TEST_0264,LGG
TEST_0265,BRCA
TEST_0266,SKCM
TEST_0267,KIPAN
TEST_0268,STES
TEST_0269,KIRC
TEST_0270,CESC
TEST_0271,KIPAN
TEST_0272,GBMLGG
TEST_0273,BRCA
TEST_0274,KIRC
TEST_0275,BRCA
TEST_0276,COAD
TEST_0277,KIRC
TEST_0278,COAD
TEST_0279,COAD
TEST_0280,COAD
TEST_0281,SKCM
TEST_0282,BRCA
TEST_0283,STES
TEST_0284,HNSC
TEST_0285,GBMLGG
TEST_0286,UCEC
TEST_0287,KIPAN
TEST_0288,BRCA
TEST_0289,COAD
TEST_0290,COAD
TEST_0291,GBMLGG
TEST_0292,STES
TEST_0293,ACC
TEST_0294,BRCA
TEST_0295,STES
TEST_0296,KIPAN
TEST_0297,COAD
TEST_0298,COAD
TEST_0299,UCEC
TEST_0300,KIPAN
TEST_0301,THCA
TEST_0302,LIHC
TEST_0303,COAD
TEST_0304,COAD
TEST_0305,LUAD
TEST_0306,LUSC
TEST_0307,SARC
TEST_0308,STES
TEST_0309,STES
TEST_0310,GBMLGG
TEST_0311,KIRC
TEST_0312,STES
TEST_0313,STES
TEST_0314,COAD
TEST_0315,LIHC
TEST_0316,BRCA
TEST_0317,COAD
TEST_0318,BRCA
TEST_0319,UCEC
TEST_0320,BRCA
TEST_0321,PAAD
TEST_0322,LGG
TEST_0323,COAD
TEST_0324,SKCM
TEST_0325,COAD
TEST_0326,OV
TEST_0327,OV
TEST_0328,KIPAN
TEST_0329,CESC
TEST_0330,COAD
TEST_0331,COAD
TEST_0332,STES
TEST_0333,KIPAN
TEST_0334,GBMLGG
TEST_0335,LUSC
TEST_0336,SKCM
TEST_0337,STES
TEST_0338,LGG
TEST_0339,BRCA
TEST_0340,STES
TEST_0341,KIRC
TEST_0342,SKCM
TEST_0343,BRCA
TEST_0344,COAD
TEST_0345,SKCM
TEST_0346,COAD
TEST_0347,STES
TEST_0348,SKCM
TEST_0349,BLCA
TEST_0350,COAD
TEST_0351,UCEC
TEST_0352,THCA
TEST_0353,DLBC
TEST_0354,COAD
TEST_0355,COAD
TEST_0356,STES
TEST_0357,KIPAN
TEST_0358,OV
TEST_0359,COAD
TEST_0360,BRCA
TEST_0361,GBMLGG
TEST_0362,SARC
TEST_0363,COAD
TEST_0364,HNSC
TEST_0365,COAD
TEST_0366,KIPAN
TEST_0367,BRCA
TEST_0368,HNSC
TEST_0369,COAD
TEST_0370,STES
TEST_0371,STES
TEST_0372,BRCA
TEST_0373,THCA
TEST_0374,BRCA
TEST_0375,BRCA
TEST_0376,TGCT
TEST_0377,LIHC
TEST_0378,OV
TEST_0379,THCA
TEST_0380,COAD
TEST_0381,COAD
TEST_0382,BRCA
TEST_0383,GBMLGG
TEST_0384,BRCA
TEST_0385,COAD
TEST_0386,UCEC
TEST_0387,PRAD
TEST_0388,PCPG
TEST_0389,KIPAN
TEST_0390,BRCA
TEST_0391,GBMLGG
TEST_0392,KIPAN
TEST_0393,KIPAN
TEST_0394,GBMLGG
TEST_0395,GBMLGG
TEST_0396,STES
TEST_0397,SKCM
TEST_0398,THCA
TEST_0399,BRCA
TEST_0400,STES
TEST_0401,PRAD
TEST_0402,COAD
TEST_0403,SKCM
TEST_0404,BRCA
TEST_0405,COAD
TEST_0406,KIPAN
TEST_0407,COAD
TEST_0408,SKCM
TEST_0409,THCA
TEST_0410,STES
TEST_0411,STES
TEST_0412,KIPAN
TEST_0413,BRCA
TEST_0414,COAD
TEST_0415,KIPAN
TEST_0416,STES
TEST_0417,GBMLGG
TEST_0418,BRCA
TEST_0419,COAD
TEST_0420,BRCA
TEST_0421,KIPAN
TEST_0422,STES
TEST_0423,COAD
TEST_0424,KIPAN
TEST_0425,COAD
TEST_0426,COAD
TEST_0427,BRCA
TEST_0428,BRCA
TEST_0429,STES
TEST_0430,STES
TEST_0431,COAD
TEST_0432,PRAD
TEST_0433,BRCA
TEST_0434,STES
TEST_0435,BRCA
TEST_0436,COAD
TEST_0437,BRCA
TEST_0438,SKCM
TEST_0439,GBMLGG
TEST_0440,COAD
TEST_0441,BRCA
TEST_0442,COAD
TEST_0443,BRCA
TEST_0444,STES
TEST_0445,LGG
TEST_0446,BRCA
TEST_0447,COAD
TEST_0448,BRCA
TEST_0449,SKCM
TEST_0450,BRCA
TEST_0451,BRCA
TEST_0452,COAD
TEST_0453,COAD
TEST_0454,BRCA
TEST_0455,COAD
TEST_0456,LAML
TEST_0457,STES
TEST_0458,GBMLGG
TEST_0459,KIPAN
TEST_0460,COAD
TEST_0461,KIRC
TEST_0462,KIPAN
TEST_0463,STES
TEST_0464,STES
TEST_0465,HNSC
TEST_0466,COAD
TEST_0467,STES
TEST_0468,STES
TEST_0469,BRCA
TEST_0470,COAD
TEST_0471,KIPAN
TEST_0472,COAD
TEST_0473,BRCA
TEST_0474,UCEC
TEST_0475,LUAD
TEST_0476,STES
TEST_0477,SKCM
TEST_0478,GBMLGG
TEST_0479,STES
TEST_0480,PCPG
TEST_0481,BRCA
TEST_0482,STES
TEST_0483,KIRC
TEST_0484,BRCA
TEST_0485,KIRC
TEST_0486,GBMLGG
TEST_0487,COAD
TEST_0488,COAD
TEST_0489,BRCA
TEST_0490,THCA
TEST_0491,BRCA
TEST_0492,GBMLGG
TEST_0493,COAD
TEST_0494,STES
TEST_0495,BRCA
TEST_0496,OV
TEST_0497,THCA
TEST_0498,THCA
TEST_0499,COAD
TEST_0500,PCPG
TEST_0501,BRCA
TEST_0502,KIRC
TEST_0503,COAD
TEST_0504,STES
TEST_0505,BRCA
TEST_0506,KIRC
TEST_0507,LUAD
TEST_0508,UCEC
TEST_0509,COAD
TEST_0510,COAD
TEST_0511,KIRC
TEST_0512,KIRC
TEST_0513,BRCA
TEST_0514,ACC
TEST_0515,GBMLGG
TEST_0516,LUAD
TEST_0517,COAD
TEST_0518,STES
TEST_0519,THCA
TEST_0520,PCPG
TEST_0521,COAD
TEST_0522,KIPAN
TEST_0523,BRCA
TEST_0524,STES
TEST_0525,COAD
TEST_0526,STES
TEST_0527,SKCM
TEST_0528,BRCA
TEST_0529,THCA
TEST_0530,BRCA
TEST_0531,KIPAN
TEST_0532,STES
TEST_0533,COAD
TEST_0534,BRCA
TEST_0535,BRCA
TEST_0536,BRCA
TEST_0537,KIPAN
TEST_0538,BRCA
TEST_0539,PRAD
TEST_0540,STES
TEST_0541,STES
TEST_0542,BRCA
TEST_0543,COAD
TEST_0544,KIRC
TEST_0545,BRCA
TEST_0546,KIPAN
TEST_0547,LIHC
TEST_0548,KIRC
TEST_0549,KIPAN
TEST_0550,GBMLGG
TEST_0551,STES
TEST_0552,COAD
TEST_0553,BRCA
TEST_0554,KIPAN
TEST_0555,COAD
TEST_0556,KIPAN
TEST_0557,BRCA
TEST_0558,BRCA
TEST_0559,COAD
TEST_0560,THCA
TEST_0561,PCPG
TEST_0562,BRCA
TEST_0563,GBMLGG
TEST_0564,STES
TEST_0565,THCA
TEST_0566,SKCM
TEST_0567,COAD
TEST_0568,STES
TEST_0569,LIHC
TEST_0570,COAD
TEST_0571,KIPAN
TEST_0572,KIPAN
TEST_0573,GBMLGG
TEST_0574,STES
TEST_0575,COAD
TEST_0576,LIHC
TEST_0577,BRCA
TEST_0578,HNSC
TEST_0579,TGCT
TEST_0580,COAD
TEST_0581,COAD
TEST_0582,COAD
TEST_0583,UCEC
TEST_0584,BRCA
TEST_0585,KIRC
TEST_0586,THCA
TEST_0587,SKCM
TEST_0588,COAD
TEST_0589,STES
TEST_0590,LIHC
TEST_0591,COAD
TEST_0592,STES
TEST_0593,STES
TEST_0594,BRCA
TEST_0595,THCA
TEST_0596,SKCM
TEST_0597,COAD
TEST_0598,BRCA
TEST_0599,COAD
TEST_0600,KIPAN
TEST_0601,STES
TEST_0602,LAML
TEST_0603,SKCM
TEST_0604,COAD
TEST_0605,LGG
TEST_0606,COAD
TEST_0607,OV
TEST_0608,STES
TEST_0609,BRCA
TEST_0610,OV
TEST_0611,KIPAN
TEST_0612,BRCA
TEST_0613,BRCA
TEST_0614,TGCT
TEST_0615,COAD
TEST_0616,UCEC
TEST_0617,OV
TEST_0618,COAD
TEST_0619,BRCA
TEST_0620,UCEC
TEST_0621,KIPAN
TEST_0622,KIPAN
TEST_0623,LUSC
TEST_0624,LUAD
TEST_0625,COAD
TEST_0626,COAD
TEST_0627,COAD
TEST_0628,COAD
TEST_0629,STES
TEST_0630,COAD
TEST_0631,COAD
TEST_0632,COAD
TEST_0633,UCEC
TEST_0634,COAD
TEST_0635,BRCA
TEST_0636,SKCM
TEST_0637,THCA
TEST_0638,COAD
TEST_0639,COAD
TEST_0640,STES
TEST_0641,BRCA
TEST_0642,HNSC
TEST_0643,THCA
TEST_0644,PCPG
TEST_0645,COAD
TEST_0646,COAD
TEST_0647,KIPAN
TEST_0648,UCEC
TEST_0649,LGG
TEST_0650,GBMLGG
TEST_0651,CESC
TEST_0652,STES
TEST_0653,COAD
TEST_0654,PRAD
TEST_0655,BRCA
TEST_0656,THCA
TEST_0657,BRCA
TEST_0658,STES
TEST_0659,COAD
TEST_0660,COAD
TEST_0661,STES
TEST_0662,GBMLGG
TEST_0663,COAD
TEST_0664,BRCA
TEST_0665,SKCM
TEST_0666,KIRC
TEST_0667,COAD
TEST_0668,COAD
TEST_0669,PCPG
TEST_0670,KIPAN
TEST_0671,UCEC
TEST_0672,BRCA
TEST_0673,KIPAN
TEST_0674,UCEC
TEST_0675,COAD
TEST_0676,BRCA
TEST_0677,OV
TEST_0678,LUAD
TEST_0679,KIPAN
TEST_0680,LUAD
TEST_0681,COAD
TEST_0682,COAD
TEST_0683,BRCA
TEST_0684,GBMLGG
TEST_0685,TGCT
TEST_0686,KIPAN
TEST_0687,COAD
TEST_0688,COAD
TEST_0689,LUAD
TEST_0690,SKCM
TEST_0691,CESC
TEST_0692,HNSC
TEST_0693,THCA
TEST_0694,LUAD
TEST_0695,KIRC
TEST_0696,BRCA
TEST_0697,STES
TEST_0698,STES
TEST_0699,GBMLGG
TEST_0700,BRCA
TEST_0701,THCA
TEST_0702,THCA
TEST_0703,OV
TEST_0704,BRCA
TEST_0705,UCEC
TEST_0706,GBMLGG
TEST_0707,HNSC
TEST_0708,KIRC
TEST_0709,LUSC
TEST_0710,PRAD
TEST_0711,KIPAN
TEST_0712,UCEC
TEST_0713,COAD
TEST_0714,PCPG
TEST_0715,PRAD
TEST_0716,GBMLGG
TEST_0717,SKCM
TEST_0718,LUAD
TEST_0719,KIRC
TEST_0720,KIPAN
TEST_0721,COAD
TEST_0722,KIPAN
TEST_0723,BRCA
TEST_0724,STES
TEST_0725,TGCT
TEST_0726,COAD
TEST_0727,SKCM
TEST_0728,OV
TEST_0729,KIRC
TEST_0730,STES
TEST_0731,COAD
TEST_0732,STES
TEST_0733,SKCM
TEST_0734,COAD
TEST_0735,GBMLGG
TEST_0736,BRCA
TEST_0737,KIPAN
TEST_0738,OV
TEST_0739,BLCA
TEST_0740,KIPAN
TEST_0741,THCA
TEST_0742,UCEC
TEST_0743,LIHC
TEST_0744,COAD
TEST_0745,TGCT
TEST_0746,BRCA
TEST_0747,COAD
TEST_0748,BRCA
TEST_0749,COAD
TEST_0750,KIPAN
TEST_0751,COAD
TEST_0752,KIPAN
TEST_0753,STES
TEST_0754,STES
TEST_0755,UCEC
TEST_0756,SKCM
TEST_0757,PRAD
TEST_0758,LUAD
TEST_0759,KIPAN
TEST_0760,OV
TEST_0761,GBMLGG
TEST_0762,COAD
TEST_0763,COAD
TEST_0764,COAD
TEST_0765,HNSC
TEST_0766,STES
TEST_0767,KIPAN
TEST_0768,COAD
TEST_0769,COAD
TEST_0770,STES
TEST_0771,BRCA
TEST_0772,BRCA
TEST_0773,KIPAN
TEST_0774,KIPAN
TEST_0775,STES
TEST_0776,KIPAN
TEST_0777,STES
TEST_0778,BRCA
TEST_0779,STES
TEST_0780,THCA
TEST_0781,COAD
TEST_0782,STES
TEST_0783,PRAD
TEST_0784,KIPAN
TEST_0785,SARC
TEST_0786,STES
TEST_0787,BRCA
TEST_0788,STES
TEST_0789,UCEC
TEST_0790,BRCA
TEST_0791,BRCA
TEST_0792,COAD
TEST_0793,KIPAN
TEST_0794,KIPAN
TEST_0795,COAD
TEST_0796,LAML
TEST_0797,LUSC
TEST_0798,PRAD
TEST_0799,COAD
TEST_0800,KIPAN
TEST_0801,KIPAN
TEST_0802,BRCA
TEST_0803,COAD
TEST_0804,UCEC
TEST_0805,STES
TEST_0806,UCEC
TEST_0807,LUSC
TEST_0808,STES
TEST_0809,LIHC
TEST_0810,ACC
TEST_0811,STES
TEST_0812,KIRC
TEST_0813,STES
TEST_0814,CESC
TEST_0815,TGCT
TEST_0816,COAD
TEST_0817,LIHC
TEST_0818,COAD
TEST_0819,BRCA
TEST_0820,COAD
TEST_0821,GBMLGG
TEST_0822,COAD
TEST_0823,KIPAN
TEST_0824,KIPAN
TEST_0825,BRCA
TEST_0826,KIPAN
TEST_0827,KIPAN
TEST_0828,BRCA
TEST_0829,COAD
TEST_0830,BRCA
TEST_0831,STES
TEST_0832,LGG
TEST_0833,SARC
TEST_0834,GBMLGG
TEST_0835,COAD
TEST_0836,KIPAN
TEST_0837,KIRC
TEST_0838,COAD
TEST_0839,KIPAN
TEST_0840,BRCA
TEST_0841,COAD
TEST_0842,THCA
TEST_0843,BRCA
TEST_0844,KIPAN
TEST_0845,STES
TEST_0846,GBMLGG
TEST_0847,LIHC
TEST_0848,STES
TEST_0849,GBMLGG
TEST_0850,GBMLGG
TEST_0851,COAD
TEST_0852,BRCA
TEST_0853,STES
TEST_0854,KIPAN
TEST_0855,BRCA
TEST_0856,PRAD
TEST_0857,BRCA
TEST_0858,LUAD
TEST_0859,COAD
TEST_0860,KIRC
TEST_0861,STES
TEST_0862,COAD
TEST_0863,COAD
TEST_0864,LAML
TEST_0865,KIPAN
TEST_0866,LUSC
TEST_0867,STES
TEST_0868,COAD
TEST_0869,KIRC
TEST_0870,COAD
TEST_0871,COAD
TEST_0872,SARC
TEST_0873,BRCA
TEST_0874,COAD
TEST_0875,KIPAN
TEST_0876,COAD
TEST_0877,STES
TEST_0878,BRCA
TEST_0879,THCA
TEST_0880,BRCA
TEST_0881,OV
TEST_0882,COAD
TEST_0883,SKCM
TEST_0884,LGG
TEST_0885,PRAD
TEST_0886,GBMLGG
TEST_0887,BRCA
TEST_0888,COAD
TEST_0889,COAD
TEST_0890,COAD
TEST_0891,BRCA
TEST_0892,COAD
TEST_0893,TGCT
TEST_0894,LAML
TEST_0895,SKCM
TEST_0896,HNSC
TEST_0897,KIPAN
TEST_0898,BRCA
TEST_0899,BRCA
TEST_0900,STES
TEST_0901,BRCA
TEST_0902,KIRC
TEST_0903,ACC
TEST_0904,LAML
TEST_0905,STES
TEST_0906,SKCM
TEST_0907,SKCM
TEST_0908,SKCM
TEST_0909,COAD
TEST_0910,STES
TEST_0911,BRCA
TEST_0912,PAAD
TEST_0913,SKCM
TEST_0914,CESC
TEST_0915,COAD
TEST_0916,STES
TEST_0917,LIHC
TEST_0918,TGCT
TEST_0919,GBMLGG
TEST_0920,KIPAN
TEST_0921,CESC
TEST_0922,SKCM
TEST_0923,LUAD
TEST_0924,KIPAN
TEST_0925,KIRC
TEST_0926,COAD
TEST_0927,BRCA
TEST_0928,SKCM
TEST_0929,KIPAN
TEST_0930,UCEC
TEST_0931,BRCA
TEST_0932,STES
TEST_0933,STES
TEST_0934,STES
TEST_0935,THCA
TEST_0936,STES
TEST_0937,COAD
TEST_0938,LGG
TEST_0939,COAD
TEST_0940,KIPAN
TEST_0941,COAD
TEST_0942,BRCA
TEST_0943,UCEC
TEST_0944,OV
TEST_0945,PAAD
TEST_0946,STES
TEST_0947,LGG
TEST_0948,KIPAN
TEST_0949,COAD
TEST_0950,KIRC
TEST_0951,GBMLGG
TEST_0952,COAD
TEST_0953,TGCT
TEST_0954,LAML
TEST_0955,GBMLGG
TEST_0956,UCEC
TEST_0957,STES
TEST_0958,OV
TEST_0959,STES
TEST_0960,KIRC
TEST_0961,HNSC
TEST_0962,SKCM
TEST_0963,COAD
TEST_0964,OV
TEST_0965,KIPAN
TEST_0966,COAD
TEST_0967,UCEC
TEST_0968,COAD
TEST_0969,COAD
TEST_0970,COAD
TEST_0971,TGCT
TEST_0972,COAD
TEST_0973,KIPAN
TEST_0974,BRCA
TEST_0975,LGG
TEST_0976,GBMLGG
TEST_0977,COAD
TEST_0978,OV
TEST_0979,BRCA
TEST_0980,STES
TEST_0981,KIPAN
TEST_0982,BRCA
TEST_0983,LIHC
TEST_0984,KIPAN
TEST_0985,STES
TEST_0986,UCEC
TEST_0987,GBMLGG
TEST_0988,BRCA
TEST_0989,SKCM
TEST_0990,TGCT
TEST_0991,PAAD
TEST_0992,GBMLGG
TEST_0993,CESC
TEST_0994,TGCT
TEST_0995,KIPAN
TEST_0996,COAD
TEST_0997,BRCA
TEST_0998,LUAD
TEST_0999,UCEC
TEST_1000,SKCM
TEST_1001,COAD
TEST_1002,BRCA
TEST_1003,COAD
TEST_1004,KIRC
TEST_1005,KIPAN
TEST_1006,COAD
TEST_1007,COAD
TEST_1008,BRCA
TEST_1009,KIPAN
TEST_1010,STES
TEST_1011,STES
TEST_1012,BRCA
TEST_1013,KIPAN
TEST_1014,STES
TEST_1015,BRCA
TEST_1016,THCA
TEST_1017,GBMLGG
TEST_1018,BRCA
TEST_1019,COAD
TEST_1020,KIPAN
TEST_1021,SARC
TEST_1022,BRCA
TEST_1023,BRCA
TEST_1024,LIHC
TEST_1025,GBMLGG
TEST_1026,BRCA
TEST_1027,COAD
TEST_1028,BRCA
TEST_1029,KIPAN
TEST_1030,GBMLGG
TEST_1031,COAD
TEST_1032,KIPAN
TEST_1033,PRAD
TEST_1034,KIRC
TEST_1035,GBMLGG
TEST_1036,LUAD
TEST_1037,GBMLGG
TEST_1038,STES
TEST_1039,STES
TEST_1040,COAD
TEST_1041,COAD
TEST_1042,BRCA
TEST_1043,KIPAN
TEST_1044,SKCM
TEST_1045,BLCA
TEST_1046,KIPAN
TEST_1047,BRCA
TEST_1048,BRCA
TEST_1049,COAD
TEST_1050,STES
TEST_1051,COAD
TEST_1052,COAD
TEST_1053,KIPAN
TEST_1054,COAD
TEST_1055,BRCA
TEST_1056,BRCA
TEST_1057,KIPAN
TEST_1058,BRCA
TEST_1059,BRCA
TEST_1060,COAD
TEST_1061,KIRC
TEST_1062,STES
TEST_1063,UCEC
TEST_1064,STES
TEST_1065,BRCA
TEST_1066,KIRC
TEST_1067,OV
TEST_1068,SARC
TEST_1069,KIPAN
TEST_1070,ACC
TEST_1071,KIPAN
TEST_1072,KIRC
TEST_1073,COAD
TEST_1074,UCEC
TEST_1075,SKCM
TEST_1076,CESC
TEST_1077,LUAD
TEST_1078,BRCA
TEST_1079,COAD
TEST_1080,UCEC
TEST_1081,SKCM
TEST_1082,LUAD
TEST_1083,BRCA
TEST_1084,UCEC
TEST_1085,BRCA
TEST_1086,COAD
TEST_1087,BRCA
TEST_1088,SKCM
TEST_1089,SARC
TEST_1090,GBMLGG
TEST_1091,BRCA
TEST_1092,SARC
TEST_1093,PRAD
TEST_1094,COAD
TEST_1095,KIPAN
TEST_1096,HNSC
TEST_1097,COAD
TEST_1098,BRCA
TEST_1099,GBMLGG
TEST_1100,COAD
TEST_1101,KIPAN
TEST_1102,PRAD
TEST_1103,STES
TEST_1104,BRCA
TEST_1105,COAD
TEST_1106,THCA
TEST_1107,LGG
TEST_1108,ACC
TEST_1109,HNSC
TEST_1110,SARC
TEST_1111,BRCA
TEST_1112,LGG
TEST_1113,KIPAN
TEST_1114,SARC
TEST_1115,BRCA
TEST_1116,LGG
TEST_1117,BRCA
TEST_1118,BRCA
TEST_1119,COAD
TEST_1120,COAD
TEST_1121,PRAD
TEST_1122,KIRC
TEST_1123,STES
TEST_1124,COAD
TEST_1125,COAD
TEST_1126,UCEC
TEST_1127,KIPAN
TEST_1128,KIPAN
TEST_1129,COAD
TEST_1130,GBMLGG
TEST_1131,CESC
TEST_1132,KIPAN
TEST_1133,COAD
TEST_1134,STES
TEST_1135,ACC
TEST_1136,LGG
TEST_1137,TGCT
TEST_1138,HNSC
TEST_1139,KIRC
TEST_1140,THCA
TEST_1141,STES
TEST_1142,COAD
TEST_1143,BRCA
TEST_1144,COAD
TEST_1145,SKCM
TEST_1146,BRCA
TEST_1147,COAD
TEST_1148,COAD
TEST_1149,COAD
TEST_1150,BRCA
TEST_1151,COAD
TEST_1152,STES
TEST_1153,STES
TEST_1154,STES
TEST_1155,LGG
TEST_1156,COAD
TEST_1157,LUAD
TEST_1158,STES
TEST_1159,COAD
TEST_1160,GBMLGG
TEST_1161,COAD
TEST_1162,STES
TEST_1163,SKCM
TEST_1164,STES
TEST_1165,STES
TEST_1166,COAD
TEST_1167,BRCA
TEST_1168,KIPAN
TEST_1169,HNSC
TEST_1170,KIRC
TEST_1171,BRCA
TEST_1172,STES
TEST_1173,STES
TEST_1174,BRCA
TEST_1175,KIPAN
TEST_1176,BRCA
TEST_1177,GBMLGG
TEST_1178,STES
TEST_1179,SKCM
TEST_1180,LGG
TEST_1181,THCA
TEST_1182,LUAD
TEST_1183,PRAD
TEST_1184,KIPAN
TEST_1185,UCEC
TEST_1186,COAD
TEST_1187,COAD
TEST_1188,STES
TEST_1189,KIPAN
TEST_1190,COAD
TEST_1191,THCA
TEST_1192,BRCA
TEST_1193,COAD
TEST_1194,KIPAN
TEST_1195,COAD
TEST_1196,BRCA
TEST_1197,THCA
TEST_1198,STES
TEST_1199,SARC
TEST_1200,OV
TEST_1201,BRCA
TEST_1202,KIPAN
