ID,SUBCLASS
TEST_0325,DLBC
TEST_0326,KIRC
TEST_0327,KIRC
TEST_0328,LIHC
TEST_0329,LGG
TEST_0330,COAD
TEST_0331,GBMLGG
TEST_0332,LUSC
TEST_0333,LAML
TEST_0334,GBMLGG
TEST_0335,PAAD
TEST_0336,COAD
TEST_0337,GBMLGG
TEST_0338,COAD
TEST_0339,CESC
TEST_0340,LUSC
TEST_0341,KIRC
TEST_0342,OV
TEST_0343,KIRC
TEST_0344,DLBC
TEST_0345,OV
TEST_0346,DLBC
TEST_0347,LUSC
TEST_0348,GBMLGG
TEST_0349,DLBC
TEST_0350,CESC
TEST_0351,DLBC
TEST_0352,LAML
TEST_0353,HNSC
TEST_0354,DLBC
TEST_0355,GBMLGG
TEST_0356,KIPAN
TEST_0357,LAML
TEST_0358,LAML
TEST_0359,GBMLGG
TEST_0360,KIRC
TEST_0361,KIRC
TEST_0362,LIHC
TEST_0363,GBMLGG
TEST_0364,LIHC
TEST_0365,DLBC
TEST_0366,KIRC
TEST_0367,HNSC
TEST_0368,GBMLGG
TEST_0369,DLBC
TEST_0370,LIHC
TEST_0371,LGG
TEST_0372,LAML
TEST_0373,KIRC
TEST_0374,LAML
TEST_0375,KIRC
TEST_0376,LGG
TEST_0377,LAML
TEST_0378,LAML
TEST_0379,SKCM
TEST_0380,DLBC
TEST_0381,GBMLGG
TEST_0382,KIPAN
TEST_0383,KIRC
TEST_0384,LAML
TEST_0385,GBMLGG
TEST_0386,PAAD
TEST_0387,LIHC
TEST_0388,PAAD
TEST_0389,KIRC
TEST_0390,LAML
TEST_0391,HNSC
TEST_0392,LIHC
TEST_0393,COAD
TEST_0394,KIPAN
TEST_0395,CESC
TEST_0396,LUAD
TEST_0397,STES
TEST_0398,LGG
TEST_0399,BRCA
TEST_0400,GBMLGG
TEST_0401,LAML
TEST_0402,COAD
TEST_0403,PCPG
TEST_0404,DLBC
TEST_0405,DLBC
TEST_0406,KIPAN
TEST_0407,GBMLGG
TEST_0408,LGG
TEST_0409,SKCM
TEST_0410,STES
TEST_0411,COAD
TEST_0412,KIPAN
TEST_0413,KIPAN
TEST_0414,KIPAN
TEST_0415,KIPAN
TEST_0416,LUSC
TEST_0417,LAML
TEST_0418,COAD
TEST_0419,DLBC
TEST_0420,KIRC
TEST_0421,HNSC
TEST_0422,KIRC
TEST_0423,DLBC
TEST_0424,KIPAN
TEST_0425,HNSC
TEST_0426,DLBC
TEST_0427,CESC
TEST_0428,LAML
TEST_0429,HNSC
TEST_0430,LAML
TEST_0431,GBMLGG
TEST_0432,LIHC
TEST_0433,KIPAN
TEST_0434,LUSC
TEST_0435,LAML
TEST_0436,KIRC
TEST_0437,KIRC
TEST_0438,SARC
TEST_0439,LGG
TEST_0440,DLBC
TEST_0441,LAML
TEST_0442,GBMLGG
TEST_0443,KIPAN
TEST_0444,GBMLGG
TEST_0445,KIPAN
TEST_0446,LAML
TEST_0447,GBMLGG
TEST_0448,LAML
TEST_0449,KIRC
TEST_0450,LAML
TEST_0451,LAML
TEST_0452,DLBC
TEST_0453,COAD
TEST_0454,BRCA
TEST_0455,DLBC
TEST_0456,GBMLGG
TEST_0457,KIPAN
TEST_0458,KIPAN
TEST_0459,LAML
TEST_0460,DLBC
TEST_0461,KIRC
TEST_0462,HNSC
TEST_0463,LAML
TEST_0464,HNSC
TEST_0465,KIPAN
TEST_0466,HNSC
TEST_0467,DLBC
TEST_0468,LAML
TEST_0469,BRCA
TEST_0470,DLBC
TEST_0471,COAD
TEST_0472,CESC
TEST_0473,LAML
TEST_0474,PCPG
TEST_0475,LGG
TEST_0476,LUAD
TEST_0477,KIPAN
TEST_0478,HNSC
TEST_0479,LIHC
TEST_0480,KIRC
TEST_0481,LAML
TEST_0482,COAD
TEST_0483,HNSC
TEST_0484,CESC
TEST_0485,COAD
TEST_0486,LGG
TEST_0487,KIPAN
TEST_0488,DLBC
TEST_0489,KIRC
TEST_0490,SKCM
TEST_0491,BRCA
TEST_0492,LAML
TEST_0493,DLBC
TEST_0494,LGG
TEST_0495,HNSC
TEST_0496,KIRC
TEST_0497,SKCM
TEST_0498,LGG
TEST_0499,DLBC
TEST_0500,KIRC
TEST_0501,KIRC
TEST_0502,COAD
TEST_0503,KIPAN
TEST_0504,LAML
TEST_0505,KIPAN
TEST_0506,GBMLGG
TEST_0507,KIRC
TEST_0508,DLBC
TEST_0509,DLBC
TEST_0510,DLBC
TEST_0511,KIPAN
TEST_0512,KIPAN
TEST_0513,DLBC
TEST_0514,CESC
TEST_0515,HNSC
TEST_0516,KIRC
TEST_0517,CESC
TEST_0518,LAML
TEST_0519,SKCM
TEST_0520,DLBC
TEST_0521,DLBC
TEST_0522,LUSC
TEST_0523,LAML
TEST_0524,LGG
TEST_0525,COAD
TEST_0526,DLBC
TEST_0527,LGG
TEST_0528,DLBC
TEST_0529,SKCM
TEST_0530,COAD
TEST_0531,KIPAN
TEST_0532,KIPAN
TEST_0533,KIPAN
TEST_0534,LAML
TEST_0535,LAML
TEST_0536,KIRC
TEST_0537,LGG
TEST_0538,BRCA
TEST_0539,LGG
TEST_0540,PAAD
TEST_0541,HNSC
TEST_0542,KIRC
TEST_0543,COAD
TEST_0544,LAML
TEST_0545,LAML
TEST_0546,KIRC
TEST_0547,OV
TEST_0548,KIPAN
TEST_0549,LIHC
TEST_0550,KIPAN
TEST_0551,LAML
TEST_0552,COAD
TEST_0553,COAD
TEST_0554,LAML
TEST_0555,DLBC
TEST_0556,LGG
TEST_0557,KIRC
TEST_0558,GBMLGG
TEST_0559,CESC
TEST_0560,PRAD
TEST_0561,LAML
TEST_0562,LAML
TEST_0563,KIPAN
TEST_0564,KIPAN
TEST_0565,SKCM
TEST_0566,PCPG
TEST_0567,GBMLGG
TEST_0568,LIHC
TEST_0569,HNSC
TEST_0570,DLBC
TEST_0571,KIRC
TEST_0572,LGG
TEST_0573,KIPAN
TEST_0574,DLBC
TEST_0575,DLBC
TEST_0576,LIHC
TEST_0577,COAD
TEST_0578,LUAD
TEST_0579,KIPAN
TEST_0580,COAD
TEST_0581,DLBC
TEST_0582,DLBC
TEST_0583,PAAD
TEST_0584,KIRC
TEST_0585,LAML
TEST_0586,SKCM
TEST_0587,HNSC
TEST_0588,GBMLGG
TEST_0589,LUSC
TEST_0590,LGG
TEST_0591,GBMLGG
TEST_0592,KIPAN
TEST_0593,LIHC
TEST_0594,KIPAN
TEST_0595,LGG
TEST_0596,LUSC
TEST_0597,COAD
TEST_0598,COAD
TEST_0599,DLBC
TEST_0600,DLBC
TEST_0601,LAML
TEST_0602,LAML
TEST_0603,SARC
TEST_0604,DLBC
TEST_0605,KIPAN
TEST_0606,DLBC
TEST_0607,KIRC
TEST_0608,GBMLGG
TEST_0609,KIRC
TEST_0610,KIRC
TEST_0611,CESC
TEST_0612,COAD
TEST_0613,LAML
TEST_0614,LGG
TEST_0615,COAD
TEST_0616,LAML
TEST_0617,LGG
TEST_0618,LIHC
TEST_0619,KIRC
TEST_0620,THCA
TEST_0621,OV
TEST_0622,HNSC
TEST_0623,LAML
TEST_0624,LAML
TEST_0625,OV
TEST_0626,PAAD
TEST_0627,KIPAN
TEST_0628,DLBC
TEST_0629,HNSC
TEST_0630,DLBC
TEST_0631,GBMLGG
TEST_0632,DLBC
TEST_0633,LUAD
TEST_0634,COAD
TEST_0635,KIRC
TEST_0636,SKCM
TEST_0637,LGG
TEST_0638,KIPAN
TEST_0639,CESC
TEST_0640,KIPAN
TEST_0641,LAML
TEST_0642,DLBC
TEST_0643,SKCM
TEST_0644,LAML
TEST_0645,HNSC
TEST_0646,OV
TEST_0647,KIRC
TEST_0648,THCA
TEST_0649,KIRC
TEST_0650,GBMLGG
TEST_0651,DLBC
TEST_0652,KIPAN
TEST_0653,COAD
TEST_0654,LAML
TEST_0655,LAML
TEST_0656,OV
TEST_0657,DLBC
TEST_0658,LAML
TEST_0659,DLBC
TEST_0660,GBMLGG
TEST_0661,KIRC
TEST_0662,KIPAN
TEST_0663,GBMLGG
TEST_0664,LGG
TEST_0665,LGG
TEST_0666,LAML
TEST_0667,KIRC
TEST_0668,GBMLGG
TEST_0669,LGG
TEST_0670,KIRC
TEST_0671,GBMLGG
TEST_0672,LAML
TEST_0673,LAML
TEST_0674,LUSC
TEST_0675,DLBC
TEST_0676,LAML
TEST_0677,LAML
TEST_0678,OV
TEST_0679,LUSC
TEST_0680,KIRC
TEST_0681,GBMLGG
TEST_0682,KIPAN
TEST_0683,CESC
TEST_0684,KIRC
TEST_0685,HNSC
TEST_0686,HNSC
TEST_0687,DLBC
TEST_0688,COAD
TEST_0689,KIRC
TEST_0690,LUSC
TEST_0691,LUAD
TEST_0692,LAML
TEST_0693,OV
TEST_0694,HNSC
TEST_0695,KIRC
TEST_0696,LAML
TEST_0697,DLBC
TEST_0698,LGG
TEST_0699,KIRC
TEST_0700,LGG
TEST_0701,OV
TEST_0702,SKCM
TEST_0703,LAML
TEST_0704,COAD
TEST_0705,UCEC
TEST_0706,KIPAN
TEST_0707,HNSC
TEST_0708,LAML
TEST_0709,LIHC
TEST_0710,KIRC
TEST_0711,LAML
TEST_0712,LUSC
TEST_0713,COAD
TEST_0714,LAML
TEST_0715,LAML
TEST_0716,KIPAN
TEST_0717,SKCM
TEST_0718,KIPAN
TEST_0719,LAML
TEST_0720,LAML
TEST_0721,KIPAN
TEST_0722,DLBC
TEST_0723,COAD
TEST_0724,LGG
TEST_0725,KIPAN
TEST_0726,DLBC
TEST_0727,KIRC
TEST_0728,KIRC
TEST_0729,LAML
TEST_0730,DLBC
TEST_0731,DLBC
TEST_0732,KIPAN
TEST_0733,SARC
TEST_0734,KIRC
TEST_0735,LAML
TEST_0736,LAML
TEST_0737,KIRC
TEST_0738,LGG
TEST_0739,GBMLGG
TEST_0740,LIHC
TEST_0741,SKCM
TEST_0742,LUAD
TEST_0743,OV
TEST_0744,DLBC
TEST_0745,HNSC
TEST_0746,DLBC
TEST_0747,KIPAN
TEST_0748,CESC
TEST_0749,GBMLGG
TEST_0750,LAML
TEST_0751,DLBC
TEST_0752,LAML
TEST_0753,CESC
TEST_0754,KIPAN
TEST_0755,OV
TEST_0756,LAML
TEST_0757,LAML
TEST_0758,LUSC
TEST_0759,LAML
TEST_0760,KIRC
TEST_0761,HNSC
TEST_0762,KIPAN
TEST_0763,GBMLGG
TEST_0764,GBMLGG
TEST_0765,COAD
TEST_0766,DLBC
TEST_0767,KIRC
TEST_0768,DLBC
TEST_0769,GBMLGG
TEST_0770,HNSC
TEST_0771,LGG
TEST_0772,LAML
TEST_0773,HNSC
TEST_0774,LGG
TEST_0775,CESC
TEST_0776,KIRC
TEST_0777,GBMLGG
TEST_0778,KIPAN
TEST_0779,LIHC
TEST_0780,SKCM
TEST_0781,BRCA
TEST_0782,LIHC
TEST_0783,LAML
TEST_0784,KIRC
TEST_0785,KIRC
TEST_0786,LUAD
TEST_0787,LAML
TEST_0788,LUAD
TEST_0789,SKCM
TEST_0790,KIRC
TEST_0791,HNSC
TEST_0792,GBMLGG
TEST_0793,OV
TEST_0794,LIHC
TEST_0795,CESC
TEST_0796,LAML
TEST_0797,LUAD
TEST_0798,LAML
TEST_0799,COAD
TEST_0800,DLBC
TEST_0801,LAML
TEST_0802,KIRC
TEST_0803,COAD
TEST_0804,SARC
TEST_0805,GBMLGG
TEST_0806,LAML
TEST_0807,KIPAN
TEST_0808,DLBC
TEST_0809,LAML
TEST_0810,HNSC
TEST_0811,LAML
TEST_0812,LAML
TEST_0813,UCEC
TEST_0814,KIPAN
TEST_0815,LIHC
TEST_0816,GBMLGG
TEST_0817,LGG
TEST_0818,DLBC
TEST_0819,KIRC
TEST_0820,COAD
TEST_0821,KIRC
TEST_0822,DLBC
TEST_0823,HNSC
TEST_0824,KIRC
TEST_0825,KIPAN
TEST_0826,LIHC
TEST_0827,KIRC
TEST_0828,BRCA
TEST_0829,COAD
TEST_0830,DLBC
TEST_0831,GBMLGG
TEST_0832,HNSC
TEST_0833,LAML
TEST_0834,KIRC
TEST_0835,DLBC
TEST_0836,KIRC
TEST_0837,KIRC
TEST_0838,DLBC
TEST_0839,CESC
TEST_0840,KIRC
TEST_0841,DLBC
TEST_0842,PRAD
TEST_0843,KIPAN
TEST_0844,LAML
TEST_0845,LGG
TEST_0846,LAML
TEST_0847,KIRC
TEST_0848,LUSC
TEST_0849,GBMLGG
TEST_0850,KIPAN
TEST_0851,PCPG
TEST_0852,COAD
TEST_0853,LUAD
TEST_0854,LAML
TEST_0855,LAML
TEST_0856,LAML
TEST_0857,KIRC
TEST_0858,KIPAN
TEST_0859,DLBC
TEST_0860,KIRC
TEST_0861,GBMLGG
TEST_0862,LAML
TEST_0863,GBMLGG
TEST_0864,LAML
TEST_0865,LAML
TEST_0866,LAML
TEST_0867,LGG
TEST_0868,DLBC
TEST_0869,KIPAN
TEST_0870,DLBC
TEST_0871,DLBC
TEST_0872,LIHC
TEST_0873,KIPAN
TEST_0874,DLBC
TEST_0875,LGG
TEST_0876,DLBC
TEST_0877,KIRC
TEST_0878,LAML
TEST_0879,PAAD
TEST_0880,LAML
TEST_0881,KIRC
TEST_0882,COAD
TEST_0883,SARC
TEST_0884,COAD
TEST_0885,OV
TEST_0886,KIPAN
TEST_0887,COAD
TEST_0888,COAD
TEST_0889,COAD
TEST_0890,DLBC
TEST_0891,KIRC
TEST_0892,COAD
TEST_0893,LUSC
TEST_0894,LAML
TEST_0895,SKCM
TEST_0896,LIHC
TEST_0897,LAML
TEST_0898,LAML
TEST_0899,LAML
TEST_0900,LUSC
TEST_0901,HNSC
TEST_0902,LGG
TEST_0903,KIRC
TEST_0904,PRAD
TEST_0905,LIHC
TEST_0906,SARC
TEST_0907,KIRC
TEST_0908,PAAD
TEST_0909,GBMLGG
TEST_0910,PAAD
TEST_0911,LAML
TEST_0912,KIPAN
TEST_0913,LUSC
TEST_0914,LAML
TEST_0915,GBMLGG
TEST_0916,KIPAN
TEST_0917,LUSC
TEST_0918,HNSC
TEST_0919,LUAD
TEST_0920,LAML
TEST_0921,LAML
TEST_0922,LIHC
TEST_0923,DLBC
TEST_0924,LAML
TEST_0925,LAML
TEST_0926,DLBC
TEST_0927,BRCA
TEST_0928,GBMLGG
TEST_0929,LAML
TEST_0930,GBMLGG
TEST_0931,LAML
TEST_0932,CESC
TEST_0933,GBMLGG
TEST_0934,LAML
TEST_0935,SKCM
TEST_0936,LIHC
TEST_0937,COAD
TEST_0938,KIPAN
TEST_0939,GBMLGG
TEST_0940,LAML
TEST_0941,DLBC
TEST_0942,LAML
TEST_0943,HNSC
TEST_0944,KIRC
TEST_0945,KIRC
TEST_0946,KIRC
TEST_0947,KIPAN
TEST_0948,KIPAN
TEST_0949,DLBC
TEST_0950,GBMLGG
TEST_0951,KIPAN
TEST_0952,DLBC
TEST_0953,KIRC
TEST_0954,LAML
TEST_0955,KIPAN
TEST_0956,PRAD
TEST_0957,LIHC
TEST_0958,KIRC
TEST_0959,LAML
TEST_0960,LUAD
TEST_0961,GBMLGG
TEST_0962,LIHC
TEST_0963,GBMLGG
TEST_0964,KIRC
TEST_0965,LUSC
TEST_0966,DLBC
TEST_0967,HNSC
TEST_0968,COAD
TEST_0969,CESC
TEST_0970,GBMLGG
TEST_0971,LUSC
TEST_0972,DLBC
TEST_0973,KIRC
TEST_0974,LAML
TEST_0975,KIRC
TEST_0976,KIPAN
TEST_0977,COAD
TEST_0978,LAML
TEST_0979,LAML
TEST_0980,LIHC
TEST_0981,LAML
TEST_0982,LAML
TEST_0983,KIPAN
TEST_0984,COAD
TEST_0985,LAML
TEST_0986,THYM
TEST_0987,KIRC
TEST_0988,KIPAN
TEST_0989,PAAD
TEST_0990,KIRC
TEST_0991,DLBC
TEST_0992,KIRC
TEST_0993,BRCA
TEST_0994,KIPAN
TEST_0995,LAML
TEST_0996,DLBC
TEST_0997,COAD
TEST_0998,HNSC
TEST_0999,LUSC
TEST_1000,SARC
TEST_1001,COAD
TEST_1002,DLBC
TEST_1003,COAD
TEST_1004,KIPAN
TEST_1005,KIPAN
TEST_1006,GBMLGG
TEST_1007,HNSC
TEST_1008,KIPAN
TEST_1009,LUSC
TEST_1010,LIHC
TEST_1011,DLBC
TEST_1012,LGG
TEST_1013,KIRC
TEST_1014,HNSC
TEST_1015,HNSC
TEST_1016,LAML
TEST_1017,LUAD
TEST_1018,COAD
TEST_1019,HNSC
TEST_1020,GBMLGG
TEST_1021,LGG
TEST_1022,LAML
TEST_1023,LAML
TEST_1024,CESC
TEST_1025,KIPAN
TEST_1026,LAML
TEST_1027,DLBC
TEST_1028,COAD
TEST_1029,LGG
TEST_1030,KIRC
TEST_1031,HNSC
TEST_1032,LAML
TEST_1033,KIPAN
TEST_1034,LAML
TEST_1035,LAML
TEST_1036,LUSC
TEST_1037,LAML
TEST_1038,LAML
TEST_1039,LIHC
TEST_1040,DLBC
TEST_1041,DLBC
TEST_1042,LAML
TEST_1043,KIRC
TEST_1044,LAML
TEST_1045,BRCA
TEST_1046,KIRC
TEST_1047,KIRC
TEST_1048,COAD
TEST_1049,PRAD
TEST_1050,PCPG
TEST_1051,GBMLGG
TEST_1052,DLBC
TEST_1053,LAML
TEST_1054,DLBC
TEST_1055,LAML
TEST_1056,LGG
TEST_1057,BLCA
TEST_1058,LAML
TEST_1059,KIRC
TEST_1060,DLBC
TEST_1061,KIRC
TEST_1062,GBMLGG
TEST_1063,COAD
TEST_1064,LAML
TEST_1065,LAML
TEST_1066,KIRC
TEST_1067,KIRC
TEST_1068,LGG
TEST_1069,LAML
TEST_1070,BRCA
TEST_1071,KIRC
TEST_1072,KIRC
TEST_1073,COAD
TEST_1074,SKCM
TEST_1075,SARC
TEST_1076,LGG
TEST_1077,LGG
TEST_1078,LAML
TEST_1079,GBMLGG
TEST_1080,LIHC
TEST_1081,PCPG
TEST_1082,LAML
TEST_1083,KIRC
TEST_1084,KIPAN
TEST_1085,LAML
TEST_1086,DLBC
TEST_1087,DLBC
TEST_1088,LAML
TEST_1089,LAML
TEST_1090,KIRC
TEST_1091,CESC
TEST_1092,LAML
TEST_1093,LAML
TEST_1094,GBMLGG
TEST_1095,LAML
TEST_1096,DLBC
TEST_1097,DLBC
TEST_1098,GBMLGG
TEST_1099,KIPAN
TEST_1100,HNSC
TEST_1101,LAML
TEST_1102,LAML
TEST_1103,PCPG
TEST_1104,COAD
TEST_1105,KIPAN
TEST_1106,SARC
TEST_1107,KIRC
TEST_1108,CESC
TEST_1109,KIPAN
TEST_1110,LIHC
TEST_1111,COAD
TEST_1112,KIPAN
TEST_1113,KIPAN
TEST_1114,LAML
TEST_1115,KIRC
TEST_1116,KIRC
TEST_1117,LAML
TEST_1118,LAML
TEST_1119,DLBC
TEST_1120,DLBC
TEST_1121,LIHC
TEST_1122,HNSC
TEST_1123,LIHC
TEST_1124,GBMLGG
TEST_1125,GBMLGG
TEST_1126,THYM
TEST_1127,LAML
TEST_1128,HNSC
TEST_1129,CESC
TEST_1130,KIRC
TEST_1131,LAML
TEST_1132,DLBC
TEST_1133,HNSC
TEST_1134,OV
TEST_1135,LAML
TEST_1136,KIPAN
TEST_1137,CESC
TEST_1138,KIRC
TEST_1139,LGG
TEST_1140,LAML
TEST_1141,LIHC
TEST_1142,DLBC
TEST_1143,KIRC
TEST_1144,GBMLGG
TEST_1145,STES
TEST_1146,LIHC
TEST_1147,CESC
TEST_1148,COAD
TEST_1149,COAD
TEST_1150,KIRC
TEST_1151,DLBC
TEST_1152,GBMLGG
TEST_1153,KIPAN
TEST_1154,OV
TEST_1155,KIPAN
TEST_1156,COAD
TEST_1157,KIPAN
TEST_1158,DLBC
TEST_1159,COAD
TEST_1160,LAML
TEST_1161,COAD
TEST_1162,DLBC
TEST_1163,PAAD
TEST_1164,LAML
TEST_1165,HNSC
TEST_1166,DLBC
TEST_1167,BRCA
TEST_1168,LIHC
TEST_1169,LAML
TEST_1170,KIRC
TEST_1171,COAD
TEST_1172,GBMLGG
TEST_1173,DLBC
TEST_1174,COAD
TEST_1175,LAML
TEST_1176,LAML
TEST_1177,HNSC
TEST_1178,HNSC
TEST_1179,TGCT
